TeamModel,CoachModel,SquadModel,PlayoffModel,AccuracyScore,ManualAccuracy
AdaBoost,GradientBoosting,LinearRegression,NaiveBayes,42.857142857142854,57.14285714285714
AdaBoost,GradientBoosting,LinearRegression,MLPClassifier,42.857142857142854,57.14285714285714
AdaBoost,GradientBoosting,LinearRegression,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
AdaBoost,GradientBoosting,DecisionTree,RandomForest,42.857142857142854,57.14285714285714
AdaBoost,GradientBoosting,DecisionTree,LogisticRegression,42.857142857142854,57.14285714285714
AdaBoost,GradientBoosting,DecisionTree,GradientBoosting,42.857142857142854,57.14285714285714
AdaBoost,GradientBoosting,DecisionTree,AdaBoost,42.857142857142854,57.14285714285714
AdaBoost,GradientBoosting,DecisionTree,NaiveBayes,42.857142857142854,57.14285714285714
AdaBoost,GradientBoosting,DecisionTree,MLPClassifier,42.857142857142854,57.14285714285714
AdaBoost,GradientBoosting,DecisionTree,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,RandomForest,DecisionTree,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,RandomForest,GradientBoosting,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,GradientBoosting,LogisticRegression,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,GradientBoosting,MLPClassifier,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,GradientBoosting,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,AdaBoost,KNN,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,AdaBoost,SVC,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,AdaBoost,MLPClassifier,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,AdaBoost,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,DecisionTree,KNN,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,DecisionTree,SVC,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,DecisionTree,LogisticRegression,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,DecisionTree,GradientBoosting,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,DecisionTree,MLPClassifier,42.857142857142854,57.14285714285714
AdaBoost,AdaBoost,DecisionTree,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
AdaBoost,LinearRegression,RandomForest,SVC,42.857142857142854,57.14285714285714
AdaBoost,LinearRegression,AdaBoost,RandomForest,42.857142857142854,57.14285714285714
AdaBoost,LinearRegression,AdaBoost,SVC,42.857142857142854,57.14285714285714
AdaBoost,LinearRegression,AdaBoost,LogisticRegression,42.857142857142854,57.14285714285714
AdaBoost,LinearRegression,DecisionTree,DecisionTree,42.857142857142854,57.14285714285714
AdaBoost,DecisionTree,RandomForest,MLPClassifier,42.857142857142854,57.14285714285714
AdaBoost,DecisionTree,RandomForest,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
AdaBoost,DecisionTree,GradientBoosting,KNN,42.857142857142854,57.14285714285714
AdaBoost,DecisionTree,GradientBoosting,GradientBoosting,42.857142857142854,57.14285714285714
LinearRegression,RandomForest,GradientBoosting,KNN,42.857142857142854,57.14285714285714
LinearRegression,RandomForest,GradientBoosting,DecisionTree,42.857142857142854,57.14285714285714
LinearRegression,RandomForest,AdaBoost,GradientBoosting,42.857142857142854,57.14285714285714
LinearRegression,RandomForest,AdaBoost,MLPClassifier,42.857142857142854,57.14285714285714
LinearRegression,RandomForest,AdaBoost,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
LinearRegression,RandomForest,LinearRegression,KNN,42.857142857142854,57.14285714285714
LinearRegression,RandomForest,LinearRegression,DecisionTree,42.857142857142854,57.14285714285714
LinearRegression,GradientBoosting,GradientBoosting,RandomForest,42.857142857142854,57.14285714285714
LinearRegression,GradientBoosting,GradientBoosting,AdaBoost,42.857142857142854,57.14285714285714
LinearRegression,GradientBoosting,GradientBoosting,NaiveBayes,42.857142857142854,57.14285714285714
LinearRegression,GradientBoosting,LinearRegression,SVC,42.857142857142854,57.14285714285714
LinearRegression,AdaBoost,RandomForest,RandomForest,42.857142857142854,57.14285714285714
LinearRegression,AdaBoost,RandomForest,MLPClassifier,42.857142857142854,57.14285714285714
LinearRegression,AdaBoost,RandomForest,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
LinearRegression,AdaBoost,DecisionTree,SVC,42.857142857142854,57.14285714285714
LinearRegression,AdaBoost,DecisionTree,MLPClassifier,42.857142857142854,57.14285714285714
LinearRegression,AdaBoost,DecisionTree,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
LinearRegression,LinearRegression,RandomForest,RandomForest,42.857142857142854,57.14285714285714
LinearRegression,DecisionTree,RandomForest,MLPClassifier,42.857142857142854,57.14285714285714
LinearRegression,DecisionTree,RandomForest,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
LinearRegression,DecisionTree,LinearRegression,DecisionTree,42.857142857142854,57.14285714285714
LinearRegression,DecisionTree,LinearRegression,RandomForest,42.857142857142854,57.14285714285714
DecisionTree,RandomForest,RandomForest,AdaBoost,42.857142857142854,57.14285714285714
DecisionTree,RandomForest,RandomForest,NaiveBayes,42.857142857142854,57.14285714285714
DecisionTree,RandomForest,RandomForest,MLPClassifier,42.857142857142854,57.14285714285714
DecisionTree,RandomForest,LinearRegression,AdaBoost,42.857142857142854,57.14285714285714
DecisionTree,GradientBoosting,RandomForest,KNN,42.857142857142854,57.14285714285714
DecisionTree,GradientBoosting,GradientBoosting,KNN,42.857142857142854,57.14285714285714
DecisionTree,GradientBoosting,GradientBoosting,RandomForest,42.857142857142854,57.14285714285714
DecisionTree,GradientBoosting,GradientBoosting,GradientBoosting,42.857142857142854,57.14285714285714
DecisionTree,AdaBoost,GradientBoosting,KNN,42.857142857142854,57.14285714285714
DecisionTree,AdaBoost,GradientBoosting,DecisionTree,42.857142857142854,57.14285714285714
DecisionTree,AdaBoost,GradientBoosting,NaiveBayes,42.857142857142854,57.14285714285714
DecisionTree,AdaBoost,AdaBoost,DecisionTree,42.857142857142854,57.14285714285714
DecisionTree,AdaBoost,AdaBoost,SVC,42.857142857142854,57.14285714285714
DecisionTree,AdaBoost,AdaBoost,MLPClassifier,42.857142857142854,57.14285714285714
DecisionTree,AdaBoost,AdaBoost,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,RandomForest,RandomForest,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,RandomForest,SVC,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,RandomForest,LogisticRegression,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,RandomForest,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,GradientBoosting,DecisionTree,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,GradientBoosting,GradientBoosting,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,GradientBoosting,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,AdaBoost,DecisionTree,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,AdaBoost,AdaBoost,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,AdaBoost,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,DecisionTree,KNN,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,DecisionTree,DecisionTree,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,DecisionTree,AdaBoost,42.857142857142854,57.14285714285714
DecisionTree,LinearRegression,DecisionTree,MLPClassifier,42.857142857142854,57.14285714285714
DecisionTree,DecisionTree,RandomForest,GradientBoosting,42.857142857142854,57.14285714285714
DecisionTree,DecisionTree,GradientBoosting,DecisionTree,42.857142857142854,57.14285714285714
DecisionTree,DecisionTree,GradientBoosting,SVC,42.857142857142854,57.14285714285714
DecisionTree,DecisionTree,AdaBoost,LogisticRegression,42.857142857142854,57.14285714285714
DecisionTree,DecisionTree,AdaBoost,MLPClassifier,42.857142857142854,57.14285714285714
DecisionTree,DecisionTree,AdaBoost,QuadraticDiscriminantAnalysis,42.857142857142854,57.14285714285714
DecisionTree,DecisionTree,DecisionTree,DecisionTree,42.857142857142854,57.14285714285714
DecisionTree,DecisionTree,DecisionTree,LogisticRegression,42.857142857142854,57.14285714285714
RandomForest,DecisionTree,AdaBoost,MLPClassifier,28.57142857142857,57.14285714285714
RandomForest,DecisionTree,AdaBoost,QuadraticDiscriminantAnalysis,28.57142857142857,57.14285714285714
GradientBoosting,RandomForest,AdaBoost,RandomForest,28.57142857142857,57.14285714285714
GradientBoosting,DecisionTree,LinearRegression,DecisionTree,28.57142857142857,57.14285714285714
AdaBoost,GradientBoosting,GradientBoosting,SVC,28.57142857142857,57.14285714285714
AdaBoost,GradientBoosting,GradientBoosting,GradientBoosting,28.57142857142857,57.14285714285714
AdaBoost,GradientBoosting,GradientBoosting,MLPClassifier,28.57142857142857,57.14285714285714
AdaBoost,GradientBoosting,GradientBoosting,QuadraticDiscriminantAnalysis,28.57142857142857,57.14285714285714
AdaBoost,GradientBoosting,LinearRegression,DecisionTree,28.57142857142857,57.14285714285714
AdaBoost,DecisionTree,AdaBoost,DecisionTree,28.57142857142857,57.14285714285714
AdaBoost,DecisionTree,AdaBoost,NaiveBayes,28.57142857142857,57.14285714285714
AdaBoost,DecisionTree,AdaBoost,MLPClassifier,28.57142857142857,57.14285714285714
LinearRegression,RandomForest,AdaBoost,KNN,28.57142857142857,57.14285714285714
DecisionTree,GradientBoosting,DecisionTree,KNN,28.57142857142857,57.14285714285714
DecisionTree,AdaBoost,LinearRegression,RandomForest,28.57142857142857,57.14285714285714
DecisionTree,AdaBoost,DecisionTree,DecisionTree,28.57142857142857,57.14285714285714
DecisionTree,AdaBoost,DecisionTree,SVC,28.57142857142857,57.14285714285714
DecisionTree,AdaBoost,DecisionTree,MLPClassifier,28.57142857142857,57.14285714285714
DecisionTree,LinearRegression,GradientBoosting,LogisticRegression,28.57142857142857,57.14285714285714
DecisionTree,LinearRegression,AdaBoost,GradientBoosting,28.57142857142857,57.14285714285714
DecisionTree,DecisionTree,DecisionTree,MLPClassifier,28.57142857142857,57.14285714285714
AdaBoost,DecisionTree,AdaBoost,GradientBoosting,14.285714285714285,57.14285714285714
AdaBoost,AdaBoost,LinearRegression,QuadraticDiscriminantAnalysis,85.71428571428571,42.857142857142854
LinearRegression,RandomForest,DecisionTree,MLPClassifier,85.71428571428571,42.857142857142854
LinearRegression,RandomForest,DecisionTree,QuadraticDiscriminantAnalysis,85.71428571428571,42.857142857142854
LinearRegression,LinearRegression,GradientBoosting,LogisticRegression,85.71428571428571,42.857142857142854
LinearRegression,LinearRegression,AdaBoost,AdaBoost,85.71428571428571,42.857142857142854
LinearRegression,LinearRegression,AdaBoost,NaiveBayes,85.71428571428571,42.857142857142854
DecisionTree,GradientBoosting,LinearRegression,NaiveBayes,85.71428571428571,42.857142857142854
DecisionTree,LinearRegression,LinearRegression,QuadraticDiscriminantAnalysis,85.71428571428571,42.857142857142854
RandomForest,RandomForest,AdaBoost,DecisionTree,71.42857142857143,42.857142857142854
RandomForest,RandomForest,AdaBoost,SVC,71.42857142857143,42.857142857142854
RandomForest,RandomForest,AdaBoost,ExtraTrees,71.42857142857143,42.857142857142854
RandomForest,RandomForest,DecisionTree,LogisticRegression,71.42857142857143,42.857142857142854
RandomForest,GradientBoosting,RandomForest,AdaBoost,71.42857142857143,42.857142857142854
RandomForest,GradientBoosting,RandomForest,NaiveBayes,71.42857142857143,42.857142857142854
RandomForest,LinearRegression,DecisionTree,AdaBoost,71.42857142857143,42.857142857142854
RandomForest,LinearRegression,DecisionTree,NaiveBayes,71.42857142857143,42.857142857142854
RandomForest,LinearRegression,DecisionTree,MLPClassifier,71.42857142857143,42.857142857142854
RandomForest,LinearRegression,DecisionTree,QuadraticDiscriminantAnalysis,71.42857142857143,42.857142857142854
RandomForest,DecisionTree,RandomForest,DecisionTree,71.42857142857143,42.857142857142854
RandomForest,DecisionTree,RandomForest,RandomForest,71.42857142857143,42.857142857142854
RandomForest,DecisionTree,RandomForest,GradientBoosting,71.42857142857143,42.857142857142854
RandomForest,DecisionTree,RandomForest,AdaBoost,71.42857142857143,42.857142857142854
RandomForest,DecisionTree,RandomForest,NaiveBayes,71.42857142857143,42.857142857142854
RandomForest,DecisionTree,LinearRegression,LogisticRegression,71.42857142857143,42.857142857142854
RandomForest,DecisionTree,LinearRegression,ExtraTrees,71.42857142857143,42.857142857142854
GradientBoosting,RandomForest,RandomForest,KNN,71.42857142857143,42.857142857142854
GradientBoosting,RandomForest,RandomForest,LogisticRegression,71.42857142857143,42.857142857142854
GradientBoosting,RandomForest,RandomForest,MLPClassifier,71.42857142857143,42.857142857142854
GradientBoosting,RandomForest,RandomForest,QuadraticDiscriminantAnalysis,71.42857142857143,42.857142857142854
GradientBoosting,GradientBoosting,RandomForest,DecisionTree,71.42857142857143,42.857142857142854
GradientBoosting,GradientBoosting,RandomForest,AdaBoost,71.42857142857143,42.857142857142854
GradientBoosting,GradientBoosting,RandomForest,NaiveBayes,71.42857142857143,42.857142857142854
GradientBoosting,GradientBoosting,RandomForest,ExtraTrees,71.42857142857143,42.857142857142854
GradientBoosting,AdaBoost,RandomForest,DecisionTree,71.42857142857143,42.857142857142854
GradientBoosting,AdaBoost,RandomForest,RandomForest,71.42857142857143,42.857142857142854
GradientBoosting,AdaBoost,RandomForest,AdaBoost,71.42857142857143,42.857142857142854
GradientBoosting,AdaBoost,RandomForest,NaiveBayes,71.42857142857143,42.857142857142854
GradientBoosting,AdaBoost,RandomForest,ExtraTrees,71.42857142857143,42.857142857142854
GradientBoosting,AdaBoost,DecisionTree,KNN,71.42857142857143,42.857142857142854
GradientBoosting,AdaBoost,DecisionTree,RandomForest,71.42857142857143,42.857142857142854
GradientBoosting,AdaBoost,DecisionTree,GradientBoosting,71.42857142857143,42.857142857142854
GradientBoosting,DecisionTree,RandomForest,LogisticRegression,71.42857142857143,42.857142857142854
GradientBoosting,DecisionTree,RandomForest,ExtraTrees,71.42857142857143,42.857142857142854
AdaBoost,RandomForest,LinearRegression,DecisionTree,71.42857142857143,42.857142857142854
AdaBoost,RandomForest,LinearRegression,AdaBoost,71.42857142857143,42.857142857142854
AdaBoost,RandomForest,LinearRegression,NaiveBayes,71.42857142857143,42.857142857142854
AdaBoost,RandomForest,DecisionTree,AdaBoost,71.42857142857143,42.857142857142854
AdaBoost,AdaBoost,LinearRegression,DecisionTree,71.42857142857143,42.857142857142854
AdaBoost,AdaBoost,LinearRegression,RandomForest,71.42857142857143,42.857142857142854
AdaBoost,AdaBoost,LinearRegression,GradientBoosting,71.42857142857143,42.857142857142854
AdaBoost,AdaBoost,LinearRegression,ExtraTrees,71.42857142857143,42.857142857142854
AdaBoost,DecisionTree,DecisionTree,DecisionTree,71.42857142857143,42.857142857142854
LinearRegression,AdaBoost,GradientBoosting,DecisionTree,71.42857142857143,42.857142857142854
LinearRegression,AdaBoost,GradientBoosting,LogisticRegression,71.42857142857143,42.857142857142854
LinearRegression,AdaBoost,GradientBoosting,MLPClassifier,71.42857142857143,42.857142857142854
LinearRegression,AdaBoost,GradientBoosting,QuadraticDiscriminantAnalysis,71.42857142857143,42.857142857142854
LinearRegression,LinearRegression,AdaBoost,SVC,71.42857142857143,42.857142857142854
LinearRegression,LinearRegression,DecisionTree,RandomForest,71.42857142857143,42.857142857142854
LinearRegression,LinearRegression,DecisionTree,SVC,71.42857142857143,42.857142857142854
LinearRegression,LinearRegression,DecisionTree,AdaBoost,71.42857142857143,42.857142857142854
LinearRegression,LinearRegression,DecisionTree,NaiveBayes,71.42857142857143,42.857142857142854
LinearRegression,LinearRegression,DecisionTree,ExtraTrees,71.42857142857143,42.857142857142854
LinearRegression,DecisionTree,AdaBoost,RandomForest,71.42857142857143,42.857142857142854
LinearRegression,DecisionTree,AdaBoost,MLPClassifier,71.42857142857143,42.857142857142854
LinearRegression,DecisionTree,AdaBoost,QuadraticDiscriminantAnalysis,71.42857142857143,42.857142857142854
LinearRegression,DecisionTree,DecisionTree,RandomForest,71.42857142857143,42.857142857142854
LinearRegression,DecisionTree,DecisionTree,MLPClassifier,71.42857142857143,42.857142857142854
LinearRegression,DecisionTree,DecisionTree,QuadraticDiscriminantAnalysis,71.42857142857143,42.857142857142854
DecisionTree,RandomForest,DecisionTree,GradientBoosting,71.42857142857143,42.857142857142854
DecisionTree,GradientBoosting,AdaBoost,RandomForest,71.42857142857143,42.857142857142854
DecisionTree,GradientBoosting,AdaBoost,MLPClassifier,71.42857142857143,42.857142857142854
DecisionTree,GradientBoosting,LinearRegression,GradientBoosting,71.42857142857143,42.857142857142854
DecisionTree,AdaBoost,RandomForest,DecisionTree,71.42857142857143,42.857142857142854
DecisionTree,AdaBoost,RandomForest,RandomForest,71.42857142857143,42.857142857142854
DecisionTree,AdaBoost,RandomForest,LogisticRegression,71.42857142857143,42.857142857142854
DecisionTree,AdaBoost,RandomForest,GradientBoosting,71.42857142857143,42.857142857142854
DecisionTree,AdaBoost,RandomForest,ExtraTrees,71.42857142857143,42.857142857142854
DecisionTree,LinearRegression,LinearRegression,KNN,71.42857142857143,42.857142857142854
DecisionTree,DecisionTree,RandomForest,NaiveBayes,71.42857142857143,42.857142857142854
DecisionTree,DecisionTree,LinearRegression,QuadraticDiscriminantAnalysis,71.42857142857143,42.857142857142854
RandomForest,RandomForest,RandomForest,KNN,57.14285714285714,42.857142857142854
RandomForest,RandomForest,RandomForest,LogisticRegression,57.14285714285714,42.857142857142854
RandomForest,RandomForest,RandomForest,GradientBoosting,57.14285714285714,42.857142857142854
RandomForest,RandomForest,RandomForest,ExtraTrees,57.14285714285714,42.857142857142854
RandomForest,RandomForest,DecisionTree,SVC,57.14285714285714,42.857142857142854
RandomForest,GradientBoosting,RandomForest,ExtraTrees,57.14285714285714,42.857142857142854
RandomForest,GradientBoosting,LinearRegression,KNN,57.14285714285714,42.857142857142854
RandomForest,GradientBoosting,LinearRegression,DecisionTree,57.14285714285714,42.857142857142854
RandomForest,GradientBoosting,LinearRegression,SVC,57.14285714285714,42.857142857142854
RandomForest,GradientBoosting,LinearRegression,LogisticRegression,57.14285714285714,42.857142857142854
RandomForest,GradientBoosting,LinearRegression,ExtraTrees,57.14285714285714,42.857142857142854
RandomForest,GradientBoosting,DecisionTree,KNN,57.14285714285714,42.857142857142854
RandomForest,GradientBoosting,DecisionTree,MLPClassifier,57.14285714285714,42.857142857142854
RandomForest,GradientBoosting,DecisionTree,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,GradientBoosting,KNN,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,GradientBoosting,LogisticRegression,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,GradientBoosting,AdaBoost,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,GradientBoosting,NaiveBayes,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,GradientBoosting,MLPClassifier,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,GradientBoosting,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,GradientBoosting,ExtraTrees,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,LinearRegression,KNN,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,LinearRegression,AdaBoost,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,LinearRegression,NaiveBayes,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,LinearRegression,ExtraTrees,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,DecisionTree,LogisticRegression,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,DecisionTree,MLPClassifier,57.14285714285714,42.857142857142854
RandomForest,AdaBoost,DecisionTree,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
RandomForest,LinearRegression,GradientBoosting,KNN,57.14285714285714,42.857142857142854
RandomForest,LinearRegression,AdaBoost,DecisionTree,57.14285714285714,42.857142857142854
RandomForest,LinearRegression,AdaBoost,RandomForest,57.14285714285714,42.857142857142854
RandomForest,LinearRegression,AdaBoost,AdaBoost,57.14285714285714,42.857142857142854
RandomForest,LinearRegression,AdaBoost,NaiveBayes,57.14285714285714,42.857142857142854
RandomForest,LinearRegression,LinearRegression,KNN,57.14285714285714,42.857142857142854
RandomForest,LinearRegression,LinearRegression,MLPClassifier,57.14285714285714,42.857142857142854
RandomForest,LinearRegression,LinearRegression,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
RandomForest,DecisionTree,DecisionTree,KNN,57.14285714285714,42.857142857142854
RandomForest,DecisionTree,DecisionTree,SVC,57.14285714285714,42.857142857142854
GradientBoosting,RandomForest,RandomForest,RandomForest,57.14285714285714,42.857142857142854
GradientBoosting,RandomForest,GradientBoosting,ExtraTrees,57.14285714285714,42.857142857142854
GradientBoosting,RandomForest,DecisionTree,KNN,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,RandomForest,RandomForest,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,RandomForest,SVC,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,RandomForest,GradientBoosting,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,GradientBoosting,KNN,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,GradientBoosting,MLPClassifier,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,GradientBoosting,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,AdaBoost,KNN,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,AdaBoost,RandomForest,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,AdaBoost,MLPClassifier,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,AdaBoost,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
GradientBoosting,GradientBoosting,LinearRegression,ExtraTrees,57.14285714285714,42.857142857142854
GradientBoosting,AdaBoost,AdaBoost,ExtraTrees,57.14285714285714,42.857142857142854
GradientBoosting,AdaBoost,LinearRegression,DecisionTree,57.14285714285714,42.857142857142854
GradientBoosting,AdaBoost,DecisionTree,SVC,57.14285714285714,42.857142857142854
GradientBoosting,AdaBoost,DecisionTree,ExtraTrees,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,RandomForest,KNN,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,RandomForest,DecisionTree,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,RandomForest,RandomForest,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,RandomForest,GradientBoosting,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,GradientBoosting,SVC,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,AdaBoost,DecisionTree,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,AdaBoost,RandomForest,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,AdaBoost,SVC,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,LinearRegression,KNN,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,LinearRegression,RandomForest,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,LinearRegression,LogisticRegression,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,LinearRegression,MLPClassifier,57.14285714285714,42.857142857142854
GradientBoosting,LinearRegression,LinearRegression,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
GradientBoosting,DecisionTree,RandomForest,SVC,57.14285714285714,42.857142857142854
GradientBoosting,DecisionTree,RandomForest,AdaBoost,57.14285714285714,42.857142857142854
GradientBoosting,DecisionTree,RandomForest,NaiveBayes,57.14285714285714,42.857142857142854
GradientBoosting,DecisionTree,AdaBoost,LogisticRegression,57.14285714285714,42.857142857142854
GradientBoosting,DecisionTree,AdaBoost,GradientBoosting,57.14285714285714,42.857142857142854
AdaBoost,RandomForest,RandomForest,KNN,57.14285714285714,42.857142857142854
AdaBoost,RandomForest,RandomForest,GradientBoosting,57.14285714285714,42.857142857142854
AdaBoost,RandomForest,RandomForest,AdaBoost,57.14285714285714,42.857142857142854
AdaBoost,RandomForest,RandomForest,NaiveBayes,57.14285714285714,42.857142857142854
AdaBoost,RandomForest,RandomForest,ExtraTrees,57.14285714285714,42.857142857142854
AdaBoost,RandomForest,DecisionTree,ExtraTrees,57.14285714285714,42.857142857142854
AdaBoost,GradientBoosting,AdaBoost,DecisionTree,57.14285714285714,42.857142857142854
AdaBoost,GradientBoosting,AdaBoost,RandomForest,57.14285714285714,42.857142857142854
AdaBoost,GradientBoosting,AdaBoost,SVC,57.14285714285714,42.857142857142854
AdaBoost,GradientBoosting,AdaBoost,ExtraTrees,57.14285714285714,42.857142857142854
AdaBoost,GradientBoosting,DecisionTree,ExtraTrees,57.14285714285714,42.857142857142854
AdaBoost,AdaBoost,RandomForest,KNN,57.14285714285714,42.857142857142854
AdaBoost,LinearRegression,GradientBoosting,DecisionTree,57.14285714285714,42.857142857142854
AdaBoost,LinearRegression,GradientBoosting,AdaBoost,57.14285714285714,42.857142857142854
AdaBoost,LinearRegression,GradientBoosting,NaiveBayes,57.14285714285714,42.857142857142854
AdaBoost,LinearRegression,GradientBoosting,MLPClassifier,57.14285714285714,42.857142857142854
AdaBoost,LinearRegression,GradientBoosting,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
AdaBoost,LinearRegression,AdaBoost,KNN,57.14285714285714,42.857142857142854
AdaBoost,LinearRegression,LinearRegression,DecisionTree,57.14285714285714,42.857142857142854
AdaBoost,LinearRegression,DecisionTree,ExtraTrees,57.14285714285714,42.857142857142854
AdaBoost,DecisionTree,GradientBoosting,MLPClassifier,57.14285714285714,42.857142857142854
AdaBoost,DecisionTree,GradientBoosting,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
AdaBoost,DecisionTree,LinearRegression,DecisionTree,57.14285714285714,42.857142857142854
AdaBoost,DecisionTree,LinearRegression,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
AdaBoost,DecisionTree,DecisionTree,ExtraTrees,57.14285714285714,42.857142857142854
LinearRegression,RandomForest,RandomForest,SVC,57.14285714285714,42.857142857142854
LinearRegression,RandomForest,RandomForest,MLPClassifier,57.14285714285714,42.857142857142854
LinearRegression,RandomForest,RandomForest,QuadraticDiscriminantAnalysis,57.14285714285714,42.857142857142854
LinearRegression,RandomForest,GradientBoosting,SVC,57.14285714285714,42.857142857142854
LinearRegression,RandomForest,GradientBoosting,LogisticRegression,57.14285714285714,42.857142857142854
LinearRegression,RandomForest,GradientBoosting,GradientBoosting,57.14285714285714,42.857142857142854
LinearRegression,RandomForest,GradientBoosting,ExtraTrees,57.14285714285714,42.857142857142854
LinearRegression,RandomForest,AdaBoost,RandomForest,57.14285714285714,42.857142857142854
LinearRegression,GradientBoosting,RandomForest,ExtraTrees,57.14285714285714,42.857142857142854
LinearRegression,GradientBoosting,AdaBoost,LogisticRegression,57.14285714285714,42.857142857142854
LinearRegression,GradientBoosting,AdaBoost,ExtraTrees,57.14285714285714,42.857142857142854
LinearRegression,GradientBoosting,LinearRegression,KNN,57.14285714285714,42.857142857142854
LinearRegression,GradientBoosting,LinearRegression,DecisionTree,57.14285714285714,42.857142857142854
LinearRegression,AdaBoost,RandomForest,GradientBoosting,57.14285714285714,42.857142857142854
LinearRegression,AdaBoost,GradientBoosting,RandomForest,57.14285714285714,42.857142857142854
LinearRegression,AdaBoost,LinearRegression,KNN,57.14285714285714,42.857142857142854
